 Cajun Boil Bar|Limited Hours|cajunseafoodohio.com|Reynoldsburg|2760 Brice Road|Reynoldsburg |OH|43068.0|614-863-8667|cajunseafoodohio.com|Website,Direct Call|nan|nan|nan|nan|"Yes, In Person"|nan|39.9250877|-82.830444
The Rossi Kitchen & Bar|Limited Hours|https://rossikitchenandbar.com/dinner-%26-dolce|Short North/Italian Village|895 N High Street|Columbus |OH|43215.0|6145250624|https://rossikitchenandbar.com/|Website,Direct Call|nan|nan|nan|nan|nan|nan|39.9806142|-83.0044649
The Walrus|Limited Hours|thewalruscolumbus.com|Downtown|143 E Main St|Columbus|OH|43215.0|614.817.1710|thewalruscolumbus.com|Direct Call,Delivery Apps|Direct from Restaurant ,Uber Eats|Carry Out|Yes|Please call by 3pm for next day pickup |"Yes, In Person"|nan|39.9564311|-82.9954697
Tiger+Lily|Regular Hours|Tigerandlilybistro.com|Downtown|19 E Gay St|Columbus|OH|43215.0|614-928-9989|tigerandlilybistro.com|Direct Call,Website,Delivery Apps|GrubHub,Door Dash|Carry Out,Curbside|Yes|Order up to 24 hours advance though online system. |"Yes, In Person"|Yes|39.9634919|-83.00011839999999
Tommy’s Pizza Campus |Regular Hours|www.tommyspizza.com|University District/Old North|174 W Lane Ave |Columbus |OH|43201.0|614-294-4669|www.tommyspizza.com|Direct Call,Delivery Apps|Door Dash|Carry Out|Yes|We always accept future  orders |"Yes, In Person"|nan|40.0064059|-83.01400160000001
Tommy’s Pizza Dublin |Regular Hours|www.tommyspizza.com|Dublin|4279 W Dublin Granville Rd |Dublin|OH|43017.0|614-764-3999|www.tommyspizza.com|Direct Call,Delivery Apps|Door Dash|Carry Out|Yes|You can always place a future order with us |"Yes, In Person"|nan|40.0984393|-83.1041551
Tommy’s Pizza Upper Arlington |Regular Hours|www.tommyspizza.com|Upper Arlington|1350 W Lane Ave |Columbus |OH|43221.0|614-486-2969|www.tommyspizza.com|Direct Call,Delivery Apps|Door Dash|Carry Out|Yes|We always accept further orders |"Yes, In Person"|nan|40.007314|-83.046888
Tupelo doughnuts|Regular Hours|preorder/tupelodoughnuts.com|Dublin|2672 Bilingsley rd off sawmill or 4584 n high st clintonville |Columbus |OH|43214.0|6142622427|tupelosoughnuts.com|Website,Delivery Apps,Email|GrubHub,Postmates,Uber Eats,Door Dash|Curbside,Carry Out|Yes|nan|"Yes, Online"|Yes|40.05553270000001|-83.0194108
Uptown Deli and Brew|Limited Hours|http://www.uptowndeliandbrew.com|Westerville|41 N State St|Westerville |OH|43081.0|614-891-2337|http://www.uptowndeliandbrew.com|Direct Call,Email|nan|Carry Out,Curbside|Yes|Restaurant is available for carry out, growler sales and deli counter from 11a-8p daily.   We are also a local brewery and have a retail deli case for meats, cheeses, bread and more.   For any larger orders or catering orders please email catering@uptowndeliandbrew.com   Delivery may be available for these large orders! |"Yes, In Person"|nan|40.1269587|-82.9323014
Valters at the Maennerchor|Temporarily Closed|https://www.gofundme.com/f/help-valters-staff|German/Merion Village|976 S High St|Columbus|OH|43206.0|(614) 444-3531|nan|nan|nan|nan|nan|nan|nan|nan|39.9421964|-82.9964773
Wolf's Ridge Brewing|Limited Hours|https://wolfsridgebrewing.com/the-tap-room/#tap_room_menu|Downtown|215 N. 4th St.|Columbus|OH|43215.0|4192770108|https://wolfsridgebrewing.com/|Direct Call,Delivery Apps|Uber Eats|Curbside,Carry Out|Yes|nan|"Yes, Online","Yes, In Person"|Yes|39.9672627|-82.9976527
Yellow Brick Pizza - Dennison Place|Limited Hours|http://www.yellowbrickpizza.com/dinner.php|Short North/Italian Village|245 King Ave|Columbus|OH|43201.0|6144290750|www.yellowbrickpizza.com|Direct Call,Delivery Apps|GrubHub,Door Dash,Uber Eats|Curbside,Carry Out|Yes|up to 24 hours in advance. future orders must be prepaid. |"Yes, In Person"|nan|39.990174|-83.01295999999999
Yellow Brick Pizza - Olde Towne East|Limited Hours|http://www.yellowbrickpizza.com/dinner.php|Olde Towne East|892 Oak St. |Columbus |OH|43205.0|6147255482|www.yellowbrickpizza.com|Direct Call,Delivery Apps|GrubHub,Door Dash,Uber Eats|Curbside,Carry Out|Yes|up to 24 hours in advance. future orders are prepaid only. |"Yes, In Person"|nan|39.9631069|-82.9764912
Yun nan crossing bridge noodle|Regular Hours|www.yunnannoodle.com|Northwest Columbus|2548 bethel rd |Columbus Ohio |OH|43220.0|6149295552|www.yunnannoodle.com|Website,Direct Call,Delivery Apps|nan|Curbside,Carry Out|Yes|nan|No|nan|40.06634040000001|-83.0869795
Z’s Asian bistro |Regular Hours|nan|Upper Arlington|3415 e broad st |Columbus oh|OH|43213.0|6145250626|www.zsasianbistro.com|Direct Call,Website,Delivery Apps|GrubHub,Door Dash,Direct from Restaurant |Curbside,Carry Out|Yes|nan|No|nan|39.9720274|-82.9090457
Harvest Pizza - Bexley|Limited Hours|https://www.harvestpizzeria.com/menu-1|Bexley|2376 E. Main St|Bexley|OH|43209.0|(614) 824-4081|https://www.harvestpizzeria.com/|Direct Call,Delivery Apps|GrubHub|Curbside,Carry Out|nan|nan|"Yes, In Person"|nan|39.95724269999999|-82.9354371
Harvest Pizza - Clintonville|Limited Hours|https://www.harvestpizzeria.com/menu-1|Clintonville|2885 N High St.|Columbus|OH|43202.0|(614) 947-7133|https://www.harvestpizzeria.com/|Direct Call,Delivery Apps|GrubHub|Curbside,Carry Out|nan|nan|"Yes, In Person"|nan|40.0209862|-83.01326879999999
Harvest Pizza - Dublin|Limited Hours|https://www.harvestpizzeria.com/menu-1|Dublin|45 N. High St.|Dublin|OH|43017.0|(614) 726-9919|https://www.harvestpizzeria.com/|Direct Call,Delivery Apps|GrubHub|Curbside,Carry Out|nan|nan|"Yes, In Person"|nan|40.1004401|-83.114339
Hudson 29 - Upper Arlington|Limited Hours|https://www.facebook.com/photo.php?fbid=10215586121397288&set=gm.624921308347923&type=3&theater|Upper Arlington|1600 W. Lane Ave|Upper Arlington|OH|43221.0|(614) 487-0622|https://hudson29.com/|Direct Call|nan|Curbside,Carry Out|nan|nan|"Yes, Online"|https://www.facebook.com/photo.php?fbid=10215586121397288&set=gm.624921308347923&type=3&theater|40.0073394|-83.0532608
Hudson 29 - New Albany|Limited Hours|https://www.facebook.com/photo.php?fbid=10215586121397288&set=gm.624921308347923&type=3&theater|New Albany|260 Market St, Suite D|New Albany|OH|432054.0|(614) 859 - 2900|https://hudson29.com/|Direct Call|nan|Curbside,Carry Out|nan|nan|"Yes, Online"|https://www.facebook.com/photo.php?fbid=10215586121397288&set=gm.624921308347923&type=3&theater|40.0812545|-82.80874179999999
South Of Lane|Regular Hours|https://lookaside.fbsbx.com/file/facebook%20menu.pdf?token=AWyYgIFDVCIkRBhO5IfSdRhoVVOn8WyzNkwbaB4RswEgJJRgQ_vbCkem73Y0n_xLJxFwOo__BkszC1Tc02oT4Z73tJBsti7kdSt-EsoCZxxnLf796jwobvuTNx1YIQt1OgHK9rqsbFaNKHR_oLx1vNsv|Upper Arlington|1987 Guilford Rd|Upper Arlington|OH|43221.0|(614) 586-2233|https://www.facebook.com/SouthOfLane/|Direct Call,Email,DM on Instagram|nan|Carry Out|Yes|nan|"Yes, In Person","Yes, via Email"|nan|39.9999745|-83.06194529999999
101 Beer Kitchen - Dublin|Limited Hours|https://www.101beerkitchen.com/dublin-ohio/#orderonline|Dublin|7509 Sawmill Rd|Dublin|OH|43016.0|(614) 210-1010|https://www.101beerkitchen.com/|Direct Call,Website,Delivery Apps|Door Dash|Curbside|Yes|nan|"Yes, Online","Yes, In Person"|https://www.101beerkitchen.com/dublin-ohio/#orderonline|40.11965|-83.09220300000001
101 Beer Kitchen - Gahanna|Limited Hours|https://www.101beerkitchen.com/gahanna-ohio#orderonline|Gahanna|397 Stoneridge Lane|Gahanna|OH|43230.0|(614) 934 - 5501|https://www.101beerkitchen.com/|Direct Call,Website,Delivery Apps|Door Dash|Curbside|Yes|nan|"Yes, Online","Yes, In Person"|https://www.101beerkitchen.com/gahanna-ohio#orderonline|40.0517334|-82.864504
101 Beer Kitchen - Westerville|Limited Hours|https://www.101beerkitchen.com/gahanna-ohio#orderonline|Westerville|817 Polaris Pkwy|Westerville|OH|43082.0|(614) 776-4775|https://www.101beerkitchen.com/|Direct Call,Website,Delivery Apps|Door Dash|Curbside|Yes|nan|"Yes, Online","Yes, In Person"|https://www.101beerkitchen.com/gahanna-ohio#orderonline|40.1440961|-82.95746620000001
Lemongrass|Regular Hours|http://lemongrassfusion.com/menu/|nan|641 N. High st|Columbus|OH|43215.0|614-224-1414|http://lemongrassfusion.com|Direct Call,Delivery Apps|Direct from Restaurant ,Postmates,Door Dash,Uber Eats|Carry Out,Curbside|No|nan|"Yes, In Person"|Normal menu. Full menu available |39.9753297|-83.0036557
